,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
2021-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 01:00:00,0.005252082726084483,0.024727888140917045,0.026951621103271737,-0.022359546976148344,-0.029461587197240856,0.028038678897586156,-0.007013604809533955,0.01207115942088368,-0.02443098060960228,0.02729005100166918,-0.00889422297587158,-0.029470069655885337,-0.01576513209139421,0.024170094087313937,0.006055901934068937,-0.0195670303798515,0.052674662576017835,0.054966337184374554,0.037385277047779254,0.035397768358311016
2021-01-01 02:00:00,0.027888096448392716,-0.03284015865801775,0.06281325019506352,-0.02429849415581491,-0.024961536913121717,0.00793665533750932,-0.027353343298381877,0.03379091102730798,-0.059575928225092806,0.030614709533102406,-0.04133961625469366,-0.04130192280720699,0.028095622457745034,0.013593124572460214,-0.03236895192888198,-0.030601057217537673,0.05558510875259666,0.08250195263889809,0.046550684548046325,0.018346145866420305
2021-01-01 03:00:00,-0.006903230590668684,-0.060265645994205995,0.03470522894442804,-0.011601819439971354,-0.0231573395466344,-0.018952612065562056,0.003917654660410982,0.04304798418975522,-0.005327344222821995,0.018584828978590706,-0.049878391010437374,-0.07720468446003384,0.015227468230174339,-0.01489386695451774,-0.046688007678042764,-0.023596869846333524,0.07625734414817235,0.04585493762876347,0.04102304354140206,-0.013725252121980565
2021-01-01 04:00:00,0.041263109899751994,-0.051675207732763476,-0.02196037391153873,0.007861223612344741,0.0010673022464972731,-0.053170657595648124,0.0418262994351289,-0.0029192030943564554,0.03118716166609695,0.0032371005560822234,-0.06946768408023009,-0.15025681067019878,-0.005190323606076783,-0.03519596060180483,-0.033748098110959565,-0.08409120753642581,0.09161708102287827,0.07808590184791867,0.07796213257710474,-0.02114138858641376
2021-01-01 05:00:00,0.09777839641700638,-0.0486574311280249,-0.020097034424435355,0.0031606093866763177,-0.025867739770859155,-0.07214260328007614,0.06904168359095696,-0.07312138070288596,0.04149766214539596,-0.037648511348033306,-0.0423380399691069,-0.19204542476686953,0.0014735705737587519,-0.05392977795340277,-0.026194931926408708,-0.060604657242318255,0.12349094266540006,0.08068270787559804,0.04402071436546733,-0.007783656040652587
2021-01-01 06:00:00,0.11339713873432677,-0.032410061663731574,-0.027549212453835053,0.013958893941684848,-0.0047136843083427984,-0.07035691568964636,0.08150220604740813,-0.08330557750683093,0.04700928247294975,-0.008039081879330872,-0.023168048679865764,-0.15519058200071903,0.01975113993908797,-0.05342789017723927,-0.08797011901102346,-0.052347104319696594,0.14078273630762833,0.07179764175972266,0.035178887589111994,0.03330328869689344
2021-01-01 07:00:00,0.10576529333257921,0.022775780409916194,0.012304471018775343,0.043978560508298487,-0.02091840075897039,-0.07002298460976414,0.08150087929376727,-0.09966087431397726,0.10515405253627613,-0.022530708770986653,-0.0020499719177690286,-0.08555065071936357,0.03505657208636698,-0.03305289921079996,-0.07210014618749112,-0.07101098207206168,0.1675922192776279,0.06074811773824635,0.05275253054852477,0.04713957523103044
2021-01-01 08:00:00,0.11503917958185764,0.10124981790677184,0.0021624700089063163,0.057603745425062226,-0.036198953647365376,-0.07941195896362098,0.11326619790778325,-0.11753590984253023,0.10075428325383944,-0.03575403561381163,0.05736305655290411,-0.09300483550251741,0.041771283260569905,0.013637573094385007,-0.07357960745368824,-0.04443816451217583,0.12997871304582737,0.06387007529941385,0.006038276287299561,0.04106270030168466
2021-01-01 09:00:00,0.10609512610723572,0.05197774764879886,-0.02954399027584022,0.06677626908580639,-0.05786099571175982,-0.08843506588704952,0.11789728082476769,-0.12176459625613467,0.14875568326939545,-0.04340503329621547,0.12779885062100568,-0.07178838188993467,0.04281246728814953,-0.015272373019436274,-0.10464507276750115,-0.03415790462216436,0.16605549018674085,0.06565348093760269,-0.013016533050906172,0.03984900446620901
